,researcher_name,skills
134,"Reifsnider, Kenneth ","{'dr reifsnider durability', 'material state change', 'material system', 'performance life', 'long term behavior fuel cell science engineering', 'material state', 'damage tolerance', 'term behavior', 'damage tolerance strength life relationship material system performance life prognosis', 'state change', 'system performance', 'reifsnider durability', 'life prognosis', 'dr reifsnider', 'science engineering', 'long term', 'life relationship', 'aging', 'tolerance strength', 'behavior fuel', 'fuel cell', 'cell science', 'relationship material', 'strength life'}"
135,"Rekleitis, Ioannis","{'coverage', 'cooperative localization', 'slam', 'marine robotics', 'perception'}"
136,"Reynolds, Tony ","{'friction stir', 'dr reynolds', 'quantitative fractographic analysis', 'fatigue fracture', 'stir welding', 'experimental micro mechanic', 'reynolds friction', 'experimental micro', 'quantitative fractographic', 'fractographic analysis', 'micro mechanic', 'dr reynolds friction stir welding'}"
137,"Rhodes, Curtis ","{'dr rhodes', 'engineering manufacturing', 'aided design', 'computational fluid', 'computational fluid dynamic', 'rhodes computer', 'fluid dynamic', 'dr rhodes computer aided design', 'computer aided'}"
138,"Ritter, James A.","{'separation', 'magnetic drug targeting', 'drug targeting', 'magnetic drug', 'adsorption', 'material', 'electrochemistry'}"
139,"Rizos, Dimitris","{'iii bridge', 'structural dynamic', 'multi phase', 'bridge engineering', 'track', 'fem', 'emphasis development', 'interaction problem', 'rizos expertise', 'hybrid method problem wave propagation', 'military bridge', 'structure interaction', 'highway infrastructure', 'area structural', 'design freight', 'railway highway', 'infrastructure bridge', 'problem wave', 'passenger high', 'hybrid method', 'dr rizos', 'high speed rail system', 'mechanic emphasis', 'transient analysis multi phase medium', 'mechanic modeling', 'phase medium', 'soil interaction', 'speed railway', 'analysis design', 'railway infrastructure', 'civilian military', 'passenger high speed railway infrastructure bridge', 'method bem', 'soil structure interaction', 'tunnel', 'etc iii', 'engineering high', 'high speed', 'implementation computational', 'problem ii', 'military application', 'bridge dr', 'train rail trackbed soil interaction problem ii analysis design freight', 'computational method', 'transient analysis', 'development implementation', 'material civilian', 'soil structure', 'analysis multi', 'area structural mechanic emphasis railway highway infrastructure', 'trackbed soil', 'expertise area', 'train rail', 'ii analysis', 'high performance', 'rail trackbed', 'structural mechanic', 'performance material', 'emphasis railway', 'modeling emphasis', 'wave propagation', 'etc iii bridge engineering high performance material civilian military application', 'speed rail', 'method problem', 'civilian military bridge dr rizos expertise area structural mechanic modeling emphasis development implementation computational method bem', 'rail system', 'dem'}"
140,"Roberts, Elwyn","{'product design', 'nuclear reactor', 'manufacturing concurrent', 'concurrent engineering', 'dr robert material performance nuclear reactor', 'dr robert', 'robert material', 'performance nuclear', 'material performance', 'manufacturing concurrent engineering'}"
141,"Roberts, Kenneth L","{'catalysis', 'fluid transport', 'nanomaterials', 'fluid transport property', 'transport property'}"
142,"Rocheleau, David ","{'concept modeled', 'pem fuel', 'rocheleau group', 'using pro', 'balance plant', 'dynamic mechanism', 'engineer design', 'ha also', 'done helping', 'helping small', 'involving kinematic', 'kinematic dynamic', 'cell system', 'overall design', 'noise work', 'modeling balance', 'robot prosthetic device', 'also performed', 'dr rocheleau group ha machine design machine component design group ha done work optimizing design epicyclic gear train ensure long life reduced noise work ha also done helping small medium size company wide area product design issue design concept modeled using pro engineer design software analysis performed variety computer aided engineering tool group ha done work modeling balance plant pem fuel cell system overall design issue involving kinematic dynamic mechanism', 'pro engineer', 'done work', 'long life', 'work modeling', 'component design', 'machine component', 'computer aided', 'design epicyclic', 'small medium', 'area product', 'life reduced', 'group ha', 'design concept', 'several patent', 'work optimizing', 'fuel cell', 'engineering tool', 'primarily new product innovation device', 'innovation device', 'epicyclic gear', 'product design', 'company wide', 'prosthetic device', 'primarily new', 'modeled using', 'size company', 'analysis performed', 'wide area', 'plant pem', 'tool group', 'also done', 'new product', 'gear train', 'rocheleau hold', 'issue involving', 'performed dr', 'ensure long', 'software analysis', 'optimizing design', 'hold several', 'work ha', 'design group', 'train ensure', 'system overall', 'variety computer', 'medium size', 'robot prosthetic', 'design machine', 'reduced noise', 'design issue', 'ha done', 'design software', 'performed variety', 'aided engineering', 'dr rocheleau', 'issue design', 'product innovation', 'ha machine', 'machine design', 'also performed dr rocheleau hold several patent'}"
143,"Rose, John R. ","{'inbre bioinformatics', 'formerly director', 'science area', 'nasa institute', 'sc inbre', 'currently member ieee author technical paper bioinformatics', 'area bioinformatics', 'humboldt foundation', 'technical paper', 'niac fellow', 'director sc', 'bmft german nsf equivalent', 'normative reasoning', 'member ieee', 'dai multiagent system', 'machine intelligence', 'von humboldt', 'well commission', 'nih', 'alexander von humboldt foundation', 'peptide sequencing', 'normative reasoning planning', 'nasa', 'computational chemistry conducted funded nsf', 'group de', 'fellow wa', 'new focus', 'wa formerly', 'alexander von', 'support effort', 'higher education', 'de novo', 'dai multiagent', 'focus group', 'education nasa', 'institute advanced', 'funding support', 'sequencing recently', 'bioinformatics core', 'advanced concept', 'author technical', 'ieee author', 'dod onr', 'funded nsf', 'nsf equivalent', 'recently received', 'reasoning planning', 'computational chemistry', 'currently member', 'paper bioinformatics', 'chemistry conducted', 'core major', 'conducted funded', 'multiagent system', 'concept niac', 'bmft german', 'nsf funding', 'computational science area bioinformatics', 'german nsf', 'received nsf', 'novo peptide', 'major new', 'commission higher', 'well commission higher education nasa institute advanced concept niac fellow wa formerly director sc inbre bioinformatics core major new focus group de novo peptide sequencing recently received nsf funding support effort', 'computational science'}"
