,researcher_name,skills
134,"Reifsnider, Kenneth ","{'strength life', 'life prognosis', 'tolerance strength', 'science engineering', 'damage tolerance strength life relationship material system performance life prognosis', 'fuel cell', 'long term behavior fuel cell science engineering', 'material system', 'aging', 'performance life', 'system performance', 'reifsnider durability', 'cell science', 'long term', 'material state', 'term behavior', 'dr reifsnider', 'dr reifsnider durability', 'damage tolerance', 'material state change', 'life relationship', 'relationship material', 'state change', 'behavior fuel'}"
135,"Rekleitis, Ioannis","{'perception', 'marine robotics', 'slam', 'coverage', 'cooperative localization'}"
136,"Reynolds, Tony ","{'quantitative fractographic analysis', 'quantitative fractographic', 'micro mechanic', 'dr reynolds friction stir welding', 'fractographic analysis', 'reynolds friction', 'dr reynolds', 'experimental micro mechanic', 'fatigue fracture', 'stir welding', 'friction stir', 'experimental micro'}"
137,"Rhodes, Curtis ","{'rhodes computer', 'engineering manufacturing', 'computer aided', 'dr rhodes', 'aided design', 'dr rhodes computer aided design', 'computational fluid dynamic', 'computational fluid', 'fluid dynamic'}"
138,"Ritter, James A.","{'drug targeting', 'magnetic drug targeting', 'adsorption', 'material', 'electrochemistry', 'separation', 'magnetic drug'}"
139,"Rizos, Dimitris","{'hybrid method', 'modeling emphasis', 'multi phase', 'bridge engineering', 'structural dynamic', 'mechanic modeling', 'military bridge', 'wave propagation', 'analysis multi', 'method bem', 'interaction problem', 'implementation computational', 'train rail', 'phase medium', 'analysis design', 'railway infrastructure', 'soil structure', 'railway highway', 'fem', 'rail trackbed', 'etc iii', 'emphasis development', 'problem ii', 'high speed rail system', 'mechanic emphasis', 'area structural', 'structural mechanic', 'rail system', 'bridge dr', 'passenger high speed railway infrastructure bridge', 'method problem', 'dr rizos', 'structure interaction', 'speed rail', 'civilian military', 'emphasis railway', 'etc iii bridge engineering high performance material civilian military application', 'soil interaction', 'problem wave', 'track', 'computational method', 'transient analysis multi phase medium', 'train rail trackbed soil interaction problem ii analysis design freight', 'highway infrastructure', 'area structural mechanic emphasis railway highway infrastructure', 'expertise area', 'dem', 'civilian military bridge dr rizos expertise area structural mechanic modeling emphasis development implementation computational method bem', 'speed railway', 'high performance', 'trackbed soil', 'military application', 'performance material', 'iii bridge', 'hybrid method problem wave propagation', 'rizos expertise', 'development implementation', 'tunnel', 'infrastructure bridge', 'engineering high', 'transient analysis', 'ii analysis', 'material civilian', 'passenger high', 'high speed', 'soil structure interaction', 'design freight'}"
140,"Roberts, Elwyn","{'manufacturing concurrent engineering', 'material performance', 'nuclear reactor', 'product design', 'manufacturing concurrent', 'concurrent engineering', 'dr robert', 'performance nuclear', 'robert material', 'dr robert material performance nuclear reactor'}"
141,"Roberts, Kenneth L","{'transport property', 'catalysis', 'fluid transport property', 'nanomaterials', 'fluid transport'}"
142,"Rocheleau, David ","{'work ha', 'machine component', 'plant pem', 'design group', 'work modeling', 'primarily new', 'ha machine', 'gear train', 'helping small', 'company wide', 'small medium', 'innovation device', 'train ensure', 'engineer design', 'software analysis', 'ha done', 'work optimizing', 'dr rocheleau', 'done work', 'robot prosthetic', 'variety computer', 'using pro', 'rocheleau hold', 'involving kinematic', 'modeled using', 'robot prosthetic device', 'rocheleau group', 'new product', 'also performed dr rocheleau hold several patent', 'dr rocheleau group ha machine design machine component design group ha done work optimizing design epicyclic gear train ensure long life reduced noise work ha also done helping small medium size company wide area product design issue design concept modeled using pro engineer design software analysis performed variety computer aided engineering tool group ha done work modeling balance plant pem fuel cell system overall design issue involving kinematic dynamic mechanism', 'engineering tool', 'performed dr', 'design concept', 'modeling balance', 'product design', 'issue involving', 'aided engineering', 'also done', 'balance plant', 'wide area', 'area product', 'product innovation', 'machine design', 'done helping', 'dynamic mechanism', 'hold several', 'long life', 'also performed', 'several patent', 'design software', 'design machine', 'performed variety', 'component design', 'design epicyclic', 'overall design', 'life reduced', 'kinematic dynamic', 'medium size', 'size company', 'group ha', 'epicyclic gear', 'system overall', 'optimizing design', 'ha also', 'fuel cell', 'concept modeled', 'reduced noise', 'cell system', 'pro engineer', 'analysis performed', 'pem fuel', 'primarily new product innovation device', 'prosthetic device', 'computer aided', 'noise work', 'tool group', 'design issue', 'issue design', 'ensure long'}"
143,"Rose, John R. ","{'bioinformatics core', 'computational chemistry', 'conducted funded', 'computational chemistry conducted funded nsf', 'currently member', 'director sc', 'bmft german nsf equivalent', 'education nasa', 'reasoning planning', 'focus group', 'well commission higher education nasa institute advanced concept niac fellow wa formerly director sc inbre bioinformatics core major new focus group de novo peptide sequencing recently received nsf funding support effort', 'normative reasoning', 'commission higher', 'science area', 'major new', 'new focus', 'sc inbre', 'computational science area bioinformatics', 'inbre bioinformatics', 'multiagent system', 'niac fellow', 'nasa', 'nih', 'german nsf', 'nsf equivalent', 'member ieee', 'nasa institute', 'author technical', 'group de', 'bmft german', 'nsf funding', 'concept niac', 'support effort', 'core major', 'dai multiagent system', 'fellow wa', 'peptide sequencing', 'sequencing recently', 'von humboldt', 'advanced concept', 'formerly director', 'funding support', 'institute advanced', 'chemistry conducted', 'funded nsf', 'recently received', 'dod onr', 'well commission', 'alexander von', 'wa formerly', 'novo peptide', 'machine intelligence', 'computational science', 'higher education', 'de novo', 'area bioinformatics', 'dai multiagent', 'humboldt foundation', 'ieee author', 'received nsf', 'technical paper', 'paper bioinformatics', 'normative reasoning planning', 'currently member ieee author technical paper bioinformatics', 'alexander von humboldt foundation'}"
